conversation_id,insight_count,avg_relevance,avg_novelty,avg_mutual_benefit,extraction_quality
conv_0667,5,0.8074044759877749,0.8507497579375117,0.7870003731925777,0.8150515357059547
conv_0668,3,0.8197906310381607,0.8246133116460396,0.9214588014274537,0.8552875813705514
conv_0669,3,0.7244117547062235,0.7495447604329151,0.7717357036584306,0.7485640729325231
conv_0670,4,0.8606287702346653,0.6769001000859006,0.8166805519703215,0.7847364740969626
conv_0671,1,0.7709107267275164,0.9654854197683727,0.6584549211596098,0.7982836892184997
conv_0672,2,0.8588999539339449,0.7699858895567966,0.8188327049659087,0.8159061828188835
conv_0673,6,0.7480820416447371,0.6740860516433574,0.6624647209664042,0.6948776047514996
conv_0674,3,0.7575304424250743,0.7168215746691118,0.5530191537128997,0.6757903902690287
conv_0675,4,0.8220823124163628,0.8587547685792797,0.6923876019495295,0.7910748943150573
conv_0676,1,0.9093422514042703,0.8263970947583563,0.7141522443280599,0.8166305301635622
conv_0677,7,0.7969889392229728,0.6131752960511818,0.8223320620606577,0.7441654324449374
conv_0678,1,0.7082085449733102,0.672629454293713,0.8647036747534012,0.7485138913401416
conv_0679,5,0.8247804950779833,0.789365749460521,0.7886497835039223,0.8009320093474755
conv_0680,5,0.7682956946515024,0.6901614328966751,0.6645507471484269,0.7076692915655348
conv_0681,3,0.8565855961108957,0.546367017924764,0.6604994462916027,0.6878173534424207
conv_0682,4,0.7929530176771924,0.8042505300169238,0.7487875839046672,0.781997043866261
conv_0683,4,0.8114009899790932,0.7786307544394533,0.8382000607180555,0.8094106017122007
conv_0684,6,0.8953329249652368,0.82574021936247,0.7911537856252439,0.8374089766509836
conv_0685,6,0.8092634872498915,0.8317292236467296,0.6553506296967445,0.7654477801977886
conv_0686,3,0.8873279841549206,0.7875367201852378,0.7041776000416379,0.7930141014605988
conv_0687,1,0.8304115914956232,0.9986168687290901,0.7806282288838555,0.8698855630361896
conv_0688,5,0.8028321650833761,0.7371551684367272,0.7192923308114361,0.7530932214438465
conv_0689,2,0.730773119620119,0.7545813746706531,0.7907882820816963,0.7587142587908229
conv_0690,2,0.9095094467863571,0.5090287801237492,0.8532987353585408,0.7572789874228825
conv_0691,2,0.816351054664423,0.8131411359292058,0.6094329518101163,0.7463083808012483
conv_0692,4,0.8282259227471345,0.7083692070847151,0.7100357630022571,0.7488769642780356
conv_0693,1,0.8556681845207565,0.7080271709297028,0.7989655065261915,0.7875536206588837
conv_0695,3,0.7756136235056873,0.7996739869734766,0.6396665565450167,0.738318055674727
conv_0696,1,0.8708582326692142,0.8835975492319629,0.9038620448929515,0.8861059422647095
conv_0697,2,0.7939939229840991,0.7163361159671147,0.7423381262016664,0.7508893883842934
conv_0698,4,0.781897532905236,0.7876417462638098,0.8084116446594668,0.7926503079428375
conv_0699,4,0.8237735107638424,0.828063238788537,0.7297391128635247,0.7938586208053015
conv_0700,7,0.7667676867664366,0.7135075973511068,0.7379634081752503,0.7394128974309312
conv_0701,6,0.7929587590625328,0.8796315404202969,0.7796942385545652,0.8174281793457983
conv_0702,5,0.8409911513703383,0.6805400262123346,0.7432898208253202,0.7549403328026644
conv_0703,2,0.8125679471639583,0.8251400179828596,0.7518510910294606,0.7965196853920928
conv_0704,2,0.7985777684133434,0.811780365752208,0.613621838006845,0.7413266573907987
conv_0705,3,0.8040118965625682,0.7362775051430065,0.8110162523918033,0.7837685513657927
conv_0706,1,0.829230981387751,0.9342790971185672,0.8437208074504228,0.8690769619855803
conv_0707,8,0.760787635725901,0.8418622120730808,0.6779833455886842,0.7602110644625553
conv_0708,6,0.7607703764497162,0.7886918121387355,0.7779738583952747,0.7758120156612421
conv_0709,5,0.7634301445509244,0.748879731110563,0.7485174432619092,0.7536091063077989
conv_0710,1,0.6830184887660701,0.6795883705256209,0.9996738270216299,0.7874268954377737
conv_0711,2,0.8786658072884153,0.8379767645857398,0.678854592620062,0.7984990548314057
conv_0712,7,0.8613163357163228,0.799801010381618,0.7997964985172911,0.820304614871744
conv_0713,3,0.8825245282915043,0.7376889222477727,0.7312735985316534,0.7838290163569769
conv_0714,5,0.7900845189979655,0.8812338419480727,0.7505339704270038,0.8072841104576808
conv_0715,3,0.9779773350543537,0.7491848274877554,0.7492480451477638,0.8254700692299576
conv_0716,2,0.7741838157805483,0.8826432162075044,0.716276082283698,0.7910343714239169
conv_0717,1,0.9457690186793871,0.7477499795917443,0.7080799580057682,0.8005329854256331
conv_0718,4,0.8103938332617526,0.9094733112658471,0.6170966185449716,0.7789879210241905
conv_0719,2,0.8621508141179145,0.6489535551577376,0.6361519568750995,0.7157521087169171
conv_0720,7,0.7473446280759057,0.7841170918086332,0.7094593956103016,0.7469737051649469
conv_0721,3,0.7517139367588245,0.7801481479010383,0.7859753430789951,0.7726124759129526
conv_0722,2,0.9173488649703064,0.7834393651322109,0.5346132553078253,0.7451338284701142
conv_0723,1,0.8026433131919817,0.8382757713619278,0.8060117170360905,0.81564360053
conv_0724,2,0.6635521117360201,0.7985695959522363,0.7320080961857687,0.7313766012913417
conv_0725,3,0.8545478244993155,0.8368200322936724,0.6419077142050662,0.777758523666018
conv_0726,1,0.708137669636088,0.7074816028835662,0.5115226584764816,0.6423806436653786
conv_0727,3,0.8344628601737082,0.8045713880158006,0.8696962842572393,0.8362435108155827
conv_0728,3,0.7455540698061286,0.7458916651016402,0.6120977609457653,0.7011811652845114
conv_0729,6,0.832101750261891,0.6959025425161932,0.6690701684430346,0.7323581537403729
conv_0730,4,0.7451903208184864,0.6730562550327607,0.9094137304898038,0.7758867687803503
conv_0731,5,0.7832206957717913,0.8180149424038602,0.8350000441157193,0.8120785607637903
conv_0732,6,0.7304845435654451,0.7357164020821259,0.7228329782187339,0.7296779746221017
conv_0733,4,0.7287903163562705,0.8914773665046143,0.6991165463963188,0.7731280764190679
conv_0734,6,0.8610233700952016,0.7775050628890453,0.7137435146992241,0.7840906492278238
conv_0735,8,0.8532536233141814,0.7210429269174555,0.6697769070458227,0.7480244857591533
conv_0736,1,0.9204840203817437,0.5173272712848489,0.6344721366670509,0.6907611427778813
conv_0737,6,0.8463820066521738,0.7669756315715602,0.7174748248437584,0.7769441543558308
conv_0738,1,0.8640776851020732,0.7912968950201239,0.7899237800794904,0.8150994534005624
conv_0739,5,0.6988360528646888,0.7806108411297848,0.8262990746740642,0.7685819895561793
conv_0740,8,0.8327399872485263,0.7255323508216676,0.7317821133847255,0.7633514838183064
conv_0741,6,0.744384721594949,0.6906382341886803,0.6705175382255959,0.7018468313364083
conv_0742,7,0.8522069702996719,0.7616443263952751,0.732370932959907,0.782074076551618
conv_0743,4,0.8243868559305022,0.7780077276257764,0.7957037857395828,0.7993661230986205
conv_0744,3,0.8009412758952795,0.6065359208890765,0.8586631525133042,0.7553801164325534
conv_0745,4,0.7852159016012326,0.8134318189179913,0.8407686050026244,0.8131387751739494
conv_0746,2,0.9445754684231787,0.6568887449952261,0.5415913709762472,0.714351861464884
conv_0747,2,0.8406544208729636,0.7134618753448091,0.768608906239498,0.7742417341524236
conv_0748,1,0.6591753071011454,0.8754759437440023,0.6412524409140007,0.7253012305863827
conv_0749,4,0.7978956720461055,0.6923642184657763,0.6601232379472136,0.7167943761530319
conv_0750,5,0.8056141395769252,0.7338459289308816,0.8001007397478087,0.7798536027518718
conv_0751,2,0.7471504028883822,0.7699464406970967,0.648092721272295,0.7217298549525912
conv_0752,3,0.8150328395937936,0.7031746603277821,0.6491264771904602,0.7224446590373453
conv_0753,3,0.8873406631490809,0.7121768573708319,0.853758124014501,0.817758548178138
conv_0754,2,0.8015376463025381,0.7033291109462255,0.7961725150367637,0.7670130907618424
conv_0755,4,0.8652830355194085,0.8033414266473238,0.8544712161825063,0.8410318927830795
conv_0756,4,0.8971750095260355,0.8079181069603891,0.6955760014761889,0.8002230393208712
conv_0757,1,0.6344749511635641,0.747852293686913,0.9147412270300579,0.765689490626845
conv_0758,5,0.8258085580490645,0.7186863500074372,0.8293008584020682,0.79126525548619
conv_0759,6,0.7659686407231989,0.7486328785922974,0.8537140929505914,0.7894385374220292
conv_0760,5,0.7348672026219976,0.692848236912911,0.7387264499626058,0.7221472964991715
conv_0761,3,0.8837998991518461,0.7319509642715708,0.7604415561400869,0.7920641398545013
conv_0762,10,0.8583474392832098,0.8369789923087925,0.6943941199153075,0.7965735171691032
conv_0763,4,0.8550653327510042,0.6138774634232117,0.719783946026348,0.7295755807335214
conv_0764,3,0.8693850484238475,0.7696126184413399,0.8116827363346388,0.8168934677332754
conv_0766,5,0.898997639520384,0.8154051554778492,0.705276161821837,0.8065596522733568
conv_0767,4,0.7148284999333463,0.7096508480828039,0.6262750209736185,0.6835847896632563
conv_0768,1,0.9019730291614846,0.52337594649056,0.7360974436705672,0.720482139774204
conv_0769,10,0.7791295275367988,0.7079548588788596,0.7806681700098619,0.7559175188085069
conv_0770,5,0.8310693763548527,0.7454265401672555,0.7488445087576399,0.7751134750932493
conv_0771,8,0.721983799937258,0.7635260189518422,0.8143761657331144,0.7666286615407382
conv_0772,6,0.7564714739293154,0.6826351959706258,0.8094110837455686,0.7495059178818365
conv_0773,7,0.8117849548843887,0.7185605651264092,0.8226506995466335,0.7843320731858104
conv_0774,8,0.8535578130002621,0.8101717244981648,0.6861766180918858,0.7833020518634376
conv_0775,3,0.8598088813834122,0.8945209702165423,0.7989621993976685,0.851097350332541
conv_0776,1,0.6755577630003099,0.6264777731677769,0.6492908940780927,0.6504421434153932
conv_0777,4,0.778352031620666,0.536000437144,0.7107142520955161,0.6750222402867273
conv_0778,2,0.8127672332630851,0.7061935858913181,0.7854466334738424,0.7681358175427485
conv_0779,4,0.8194186519473232,0.7998220917137904,0.7055787872431465,0.7749398436347533
conv_0780,3,0.7720513109611957,0.6342100851968564,0.7004939723224313,0.7022517894934944
conv_0781,8,0.8087682139306229,0.7759932739232802,0.6572020636304087,0.7473211838281039
conv_0782,1,0.8830493527206773,0.5811410084459727,0.8409887221655318,0.7683930277773939
conv_0783,5,0.7632822451267843,0.7383551183648354,0.6906174586935226,0.7307516073950474
conv_0784,6,0.8485676348087482,0.7838375531747409,0.7266215284879921,0.7863422388238271
conv_0785,1,0.6944029184685877,0.8280536561521814,0.8169577688659009,0.7798047811622233
conv_0786,1,0.8553683283814096,0.6764855795379212,0.8993605503623552,0.8104048194272288
conv_0787,2,0.8181934139346837,0.6923510544094665,0.8559016263347936,0.7888153648929812
conv_0788,5,0.8786451376702207,0.7551131254610741,0.7723586322765921,0.8020389651359623
conv_0789,4,0.7420679450071683,0.7869278546090567,0.7703137627869869,0.7664365208010707
conv_0790,1,0.8939517454109807,0.5863749937485752,0.5278413393100535,0.6693893594898698
conv_0791,1,0.9618007882250135,0.6703198389407463,0.7798866717030328,0.8040024329562643
conv_0792,1,0.8483603405879563,0.7665540499106189,0.994271186788893,0.8697285257624894
conv_0793,3,0.8456592927750362,0.6780517023256151,0.5255735196406892,0.6830948382471135
conv_0794,1,0.9803765053074617,0.811620899388777,0.7201149292712908,0.8373707779891765
conv_0795,4,0.7482641376267513,0.7307382857119222,0.6917790579879995,0.723593827108891
conv_0796,5,0.816679237372915,0.735804842916273,0.746618668276624,0.7663675828552706
conv_0797,2,0.7990327036259262,0.8691936356440092,0.7364706620968928,0.8015656671222761
conv_0798,3,0.8613300784025629,0.7770305530035979,0.8525970364744412,0.8303192226268673
conv_0799,3,0.776571935995323,0.7533778638955896,0.6833191789145348,0.7377563262684825
conv_0800,2,0.7062901620375481,0.6856558517487852,0.8110586381547771,0.7343348839803702
conv_0802,4,0.773756128687578,0.7286131649356099,0.7615824306987031,0.7546505747739637
conv_0803,5,0.7623887794180361,0.6973195980312156,0.8843907146765346,0.7813663640419287
conv_0804,3,0.7944728726440338,0.7113308289552226,0.7859125338379472,0.7639054118124012
conv_0805,3,0.7924356918745872,0.8817671997684154,0.8138883931014252,0.829363761581476
conv_0806,1,0.8485579392429363,0.7810168387819847,0.8776115618905214,0.8357287799718142
conv_0807,5,0.7244336809326541,0.7466879591462421,0.7195966903095077,0.7302394434628013
conv_0808,4,0.8360081611404169,0.8166590638518154,0.8560186869936623,0.8362286373286315
conv_0809,6,0.7815045172739508,0.7032272018930427,0.8206304156660241,0.7684540449443392
conv_0810,3,0.7837676874985267,0.7727238508119164,0.8224103594105184,0.7929672992403205
conv_0811,6,0.7683078921788518,0.797485742245477,0.7695199845177019,0.7784378729806769
conv_0813,2,0.8702983344226821,0.8923403974983527,0.8401012258820895,0.8675799859343748
conv_0814,1,0.8673772236685089,0.7911901006118875,0.8436769712117045,0.8340814318307004
conv_0815,5,0.8896793799861914,0.6363488414800159,0.7076800519774993,0.7445694244812356
conv_0816,5,0.8438622802524703,0.7995217798583857,0.673692440106467,0.7723588334057743
conv_0817,1,0.7216434278950509,0.5279373897757955,0.5019554881433187,0.5838454352713884
conv_0818,8,0.7134680175286956,0.743831437860945,0.7617735103035925,0.7396909885644111
conv_0819,2,0.6606067433420395,0.7917774666598225,0.827177565338234,0.7598539251133655
conv_0820,6,0.8054706276897692,0.7142549491641802,0.6975242363307185,0.7390832710615559
conv_0821,2,0.7871307682863109,0.7316252831135645,0.814880222679288,0.7778787580263877
conv_0822,5,0.8140658395142397,0.6794269478851392,0.7360182707317116,0.7431703527103636
conv_0823,1,0.8656889910176596,0.689084093461625,0.9893313039863159,0.8480347961552002
conv_0824,7,0.7566487837775009,0.8114485642232793,0.7899581772849533,0.7860185084285778
conv_0825,5,0.6913336004821804,0.808090078470434,0.7023702134148699,0.7339312974558281
conv_0826,3,0.7869776884218469,0.6955751002299707,0.7795719947205133,0.7540415944574437
conv_0827,1,0.7808082164548795,0.6301243082859611,0.8152905619154915,0.7420743622187773
conv_0828,4,0.8397516698686558,0.8997088214902751,0.6883024196102127,0.8092543036563812
conv_0829,2,0.7724183331932284,0.6664856717319961,0.8761184312440258,0.7716741453897501
conv_0830,3,0.8498103749921205,0.6681953866865268,0.7835513799370345,0.7671857138718939
conv_0831,2,0.7247897375771417,0.830412383957561,0.7632438366360452,0.7728153193902493
conv_0832,4,0.7013921357443536,0.747019753934989,0.7772489555780726,0.7418869484191384
conv_0833,4,0.8316723470661891,0.6402614705709753,0.865791050571729,0.7792416227362978
conv_0834,6,0.7543894824060708,0.7918313283358908,0.7484761314666991,0.7648989807362202
conv_0835,2,0.7363541727565771,0.7664533316707727,0.6082613414606046,0.703689615295985
conv_0836,2,0.6957955841667222,0.8160635910375308,0.7732375458350844,0.7616989070131125
conv_0837,2,0.9245477191007713,0.8300395428009597,0.8922214467019013,0.882269569534544
conv_0838,5,0.8764403805734465,0.6973054453880094,0.8999619091106948,0.8245692450240503
conv_0839,3,0.8604606010072932,0.6996891748784719,0.7561997151882274,0.7721164970246641
conv_0840,2,0.900019223042869,0.8737941916930467,0.9318785095482527,0.9018973080947227
conv_0841,5,0.857932338939065,0.8253508197611567,0.770094001031713,0.8177923865773117
conv_0842,3,0.770684425826448,0.6782572234994851,0.7952522397512732,0.7480646296924021
conv_0843,7,0.8743198736097844,0.7639655194118627,0.8029961502936482,0.8137605144384317
conv_0844,2,0.7576320259931506,0.7807564130418772,0.5919945222497921,0.7101276537616066
conv_0845,7,0.8361133133227779,0.7626450805769431,0.837910907601099,0.8122231005002734
conv_0846,6,0.8087664043284613,0.6683115332602623,0.6564167256581211,0.7111648877489483
conv_0848,4,0.8340081958173793,0.7192339965721909,0.7527857238552679,0.7686759720816126
conv_0849,2,0.7788953476858187,0.7645209467004894,0.7511353845056089,0.7648505596306391
conv_0850,2,0.9314150811619145,0.658614545902687,0.8803283122072897,0.8234526464239638
conv_0851,4,0.804504012258942,0.7806988489125394,0.6981385896693655,0.761113816946949
conv_0852,4,0.7379806949715553,0.72410647937387,0.8431182667905406,0.7684018137119887
conv_0853,4,0.8516620284423357,0.8382783066310326,0.8085811647180334,0.8328404999304673
conv_0854,5,0.8501987201764951,0.6699553411100299,0.6997568438130879,0.7399703016998709
conv_0855,4,0.7577168154400045,0.7172128405830736,0.8057488045529513,0.7602261535253431
conv_0857,5,0.8406572119207256,0.7353406150051832,0.7479751819243601,0.7746576696167562
conv_0858,3,0.7309033197479776,0.6988538947013884,0.7672182403984321,0.7323251516159327
conv_0859,4,0.7540442518529658,0.7638464138944412,0.649246175337291,0.7223789470282327
conv_0861,7,0.7798445104109458,0.7378324160753724,0.8042002849289281,0.7739590704717488
conv_0862,5,0.8317459555007487,0.7945990823945148,0.7643776956369022,0.7969075778440553
conv_0863,5,0.8417035391961131,0.8209922152683241,0.6887552762695472,0.7838170102446614
conv_0864,1,0.8474242391200336,0.9227983395474115,0.9433029021493098,0.904508493605585
conv_0865,2,0.7546476347999955,0.7099007276438457,0.85849623988564,0.7743482007764938
conv_0866,5,0.7318852905727902,0.7635327575770534,0.6303547608512376,0.7085909363336937
conv_0867,7,0.8366079671133829,0.7087777789869989,0.6727952093840635,0.7393936518281485
conv_0868,2,0.8255462311504288,0.7332292653547067,0.6426357059064676,0.7338037341372011
conv_0869,1,0.9009218327364688,0.9756760674205012,0.7785087422075951,0.885035547454855
conv_0870,3,0.6467765357047836,0.6922064821921511,0.6777929527570287,0.6722586568846545
conv_0871,1,0.9558506813337664,0.9559373491508109,0.9866104531243132,0.9661328278696301
conv_0872,5,0.8035537300878491,0.7569973026371308,0.8095212983036966,0.7900241103428921
conv_0873,4,0.6946458760052664,0.7199467758639371,0.7529929428135022,0.7225285315609019
conv_0874,6,0.7970491347878249,0.8310656812769249,0.8172384519371282,0.815117756000626
conv_0875,5,0.7991700679413808,0.8708428596973065,0.6948213894666424,0.7882781057017766
conv_0876,6,0.8094906157160168,0.7294510106905836,0.7848442998322783,0.7745953087462928
conv_0877,3,0.7521948598038485,0.7916554744413897,0.7023095490367172,0.7487199610939851
conv_0878,2,0.7827765767231274,0.6347522036907725,0.6689924372861933,0.6955070725666976
conv_0880,4,0.8295608510014535,0.7855143460837826,0.7927971015782711,0.8026240995545025
conv_0881,3,0.6721692037197754,0.56340398512484,0.6103379694616606,0.6153037194354254
conv_0882,3,0.74069363307231,0.7600954282826117,0.8354816675933341,0.7787569096494186
conv_0883,1,0.8072279681707297,0.577789552355593,0.8469170790862108,0.7439781998708446
conv_0884,3,0.9355389759309687,0.6529536521579925,0.8925075452363583,0.8270000577751065
conv_0885,7,0.7415643482941313,0.756177530170741,0.7606137030148028,0.7527851938265583
conv_0886,3,0.7128716318027548,0.7138748782703447,0.7682182893935515,0.7316549331555503
conv_0887,4,0.7993413577678712,0.6940464809632245,0.7912611533296174,0.7615496640202378
conv_0888,2,0.7894117967278477,0.6911880484722752,0.6880583452849971,0.7228860634950399
conv_0889,3,0.7715820341133744,0.8574664668479987,0.8976187636251982,0.8422224215288571
conv_0890,3,0.7719099124958214,0.8902251986537429,0.7601745989380936,0.8074365700292193
conv_0891,1,0.9066798534507842,0.785533022323436,0.557652800056738,0.749955225276986
conv_0892,3,0.7682384053221031,0.7186136423196965,0.7115616496211112,0.7328045657543036
conv_0893,3,0.886085620372758,0.7988278187007983,0.6505073283937824,0.7784735891557796
conv_0894,8,0.8034764522851962,0.6930324157931067,0.6447782222191992,0.7137623634325007
conv_0896,2,0.7305834628593368,0.7128446125129155,0.7877541962829677,0.7437274238850734
conv_0897,5,0.7328623149663314,0.7872503672187074,0.8472910124663278,0.7891345648837889
conv_0898,1,0.6991384202415983,0.5254506540677015,0.8626624139302741,0.6957504960798581
conv_0899,7,0.7497436713689103,0.8074961431525918,0.7299946840460761,0.7624114995225261
conv_0900,3,0.8842044745836694,0.6185335269845427,0.8171567551550408,0.7732982522410844
conv_0901,3,0.8098132219020487,0.7162175632414688,0.7812844138840264,0.7691050663425146
conv_0902,6,0.8679151086996183,0.7596151374873378,0.856602262184278,0.828044169457078
conv_0903,3,0.9143105746822869,0.9074754621059347,0.7523971154961462,0.858061050761456
conv_0904,2,0.791623401340097,0.6959841085693766,0.8132847040561146,0.7669640713218628
conv_0905,11,0.8548791570251782,0.7644880589774175,0.6733652141414687,0.7642441433813548
conv_0906,3,0.7534105459603113,0.7462011576652913,0.7528187833788955,0.7508101623348327
conv_0907,5,0.7853834078663857,0.7355099277772266,0.7105989375996502,0.7438307577477542
conv_0908,3,0.7521043058753083,0.8228199862012419,0.6607184168466308,0.745214236307727
conv_0909,3,0.7189633522946032,0.7428558223882478,0.6617558242087919,0.7078583329638809
conv_0910,3,0.7048120901167371,0.9295395115015794,0.809201216354651,0.8145176059909892
conv_0911,7,0.8219703107046162,0.6993555045367488,0.7139492064783733,0.7450916739065795
conv_0912,5,0.7733113501105514,0.8708877301285295,0.7092397018536406,0.7844795940309072
conv_0913,4,0.6881761255630567,0.7593773810728051,0.8405652487010711,0.7627062517789777
conv_0914,5,0.8752003981099916,0.6437656792338621,0.629578088839545,0.7161813887277996
conv_0915,7,0.8191579112124491,0.7683119730294292,0.7535136669828608,0.7803278504082464
conv_0916,3,0.8037190899817471,0.7371550095397211,0.8476972514999234,0.7961904503404639
conv_0917,7,0.7018600393677369,0.8339920445413422,0.6974692998752842,0.7444404612614544
conv_0918,6,0.8062641937598354,0.6961211967518048,0.804122400729444,0.7688359304136947
conv_0919,8,0.804221191693689,0.6269015087408183,0.7930737842956164,0.7413988282433746
conv_0920,2,0.7888787332950227,0.8838267643592694,0.6464871542618662,0.7730642173053862
conv_0921,4,0.851856197533422,0.7390821505707953,0.6454800051783569,0.7454727844275247
conv_0922,8,0.779456786977989,0.791305047581279,0.7065200088619881,0.7590939478070853
conv_0923,1,0.6894267621525008,0.9643105741924272,0.57051956030902,0.741418965551316
conv_0924,3,0.7462529954398622,0.7471288968305876,0.7629756597833413,0.7521191840179303
conv_0925,2,0.8104652342895808,0.5366714367844433,0.8757666350691282,0.7409677687143841
conv_0926,3,0.7860563734984454,0.7799088610947935,0.8886693506523159,0.8182115284151849
conv_0927,4,0.7379810113558,0.8048943268607625,0.9382938151664731,0.8270563844610118
conv_0928,1,0.681257364111612,0.8047536036799579,0.503343738294717,0.6631182353620956
conv_0929,4,0.8636143400897951,0.7480615723744429,0.5654872270510745,0.7257210465051042
conv_0930,4,0.7749768534610554,0.8218785538702733,0.7233430785846506,0.7733994953053265
conv_0931,1,0.7043338593945132,0.6515251245429263,0.640559417208722,0.6654728003820538
conv_0932,8,0.8264844359561492,0.7455333364693403,0.833194489587161,0.8017374206708835
conv_0934,3,0.7942714856395255,0.8418964160303583,0.6887710811700926,0.7749796609466588
conv_0935,3,0.7807812649904912,0.7989435298008386,0.7951769581961825,0.7916339176625041
conv_0936,2,0.8807432820132046,0.7500606003917778,0.7991749878826637,0.8099929567625487
conv_0937,4,0.8611432903340414,0.7285957160997485,0.7886920976904748,0.7928103680414216
conv_0938,5,0.7204034720080246,0.8444550821964739,0.8148667340986891,0.7932417627677292
conv_0939,1,0.717631100847836,0.7525147369889402,0.638019827928899,0.7027218885885583
conv_0940,5,0.7961622258985486,0.7423735193877732,0.7664894789019963,0.7683417413961061
conv_0941,2,0.8078817288372777,0.7342580180947778,0.7983213923774537,0.7801537131031697
conv_0942,4,0.9033571531638064,0.8079770154107144,0.7636442678062296,0.8249928121269168
conv_0943,2,0.7594103044890537,0.6881407690572072,0.8486901647109295,0.7654137460857301
conv_0944,4,0.6940492438943349,0.7610687220392167,0.798374330750828,0.7511640988947933
conv_0945,2,0.8318755763358411,0.6672966520479783,0.6743533897496087,0.7245085393778093
conv_0946,3,0.8652834463272862,0.7828596176008543,0.6038609814541408,0.7506680151274271
conv_0948,5,0.8029267797347404,0.687850017247779,0.7514650120592282,0.7474139363472493
conv_0949,1,0.9676886472203204,0.5532449087275305,0.9818896861013635,0.8342744140164049
conv_0950,10,0.8107908828821266,0.7579826311245599,0.778288018836965,0.7823538442812171
conv_0951,3,0.8309251053329194,0.7975254709625542,0.6764358193324643,0.7682954652093126
conv_0952,1,0.7138907896688031,0.5298624312388331,0.7218505041063025,0.655201241671313
conv_0953,1,0.6829632632380513,0.69721080752458,0.6249961337752465,0.6683900681792926
conv_0954,3,0.8103247822289682,0.9010994216839218,0.9034972055335618,0.8716404698154839
conv_0955,2,0.9681113187339404,0.6763591338275003,0.8000927057866827,0.8148543861160412
conv_0956,5,0.7740475802499936,0.7659785707250713,0.833490529537794,0.7911722268376197
conv_0957,1,0.6564832874879302,0.9878610078620557,0.522100852033959,0.7221483824613149
conv_0958,6,0.765786103572387,0.7084120462227582,0.7778357631420416,0.7506779709790622
conv_0959,4,0.8340824756803428,0.7635282713192029,0.7020830987280584,0.7665646152425346
conv_0961,2,0.9475535750749919,0.7852619952399971,0.7993337046500246,0.8440497583216713
conv_0962,2,0.9116104923916739,0.8369594856092735,0.767009156866637,0.8385263782891949
conv_0963,7,0.8437393842954355,0.6598882833953607,0.8070856487986481,0.770237772163148
conv_0965,2,0.7011098433039946,0.8108493138361664,0.8248114459055246,0.7789235343485618
conv_0966,7,0.805830773506715,0.7479122480353004,0.7493492208767962,0.7676974141396039
conv_0967,3,0.8306682092186408,0.7147690103451941,0.7037617867392522,0.749733002101029
conv_0968,3,0.7773940558067705,0.648041663882441,0.6656739985601,0.6970365727497705
conv_0969,1,0.6518829463128253,0.9172771795737209,0.7569572583670012,0.7753724614178491
conv_0970,1,0.8192958796262073,0.8254034174238445,0.6753608434918397,0.7733533801806306
conv_0971,5,0.7267340975462399,0.8780288210176576,0.7990238430910099,0.8012622538849691
conv_0972,3,0.84143367571794,0.7838808983048761,0.7803039432364086,0.8018728390864083
conv_0974,7,0.7456299667033802,0.7146694189523516,0.8422678072731519,0.7675223976429613
conv_0975,7,0.7737443813981452,0.6693966241633316,0.7744633079835099,0.739201437848329
conv_0976,2,0.7487566328178712,0.8627146841718114,0.7513277049534092,0.7875996739810306
conv_0977,7,0.7963450344307025,0.7940618421703268,0.7588837628279933,0.7830968798096741
conv_0978,4,0.8620980771826543,0.7737275850487954,0.654564120565823,0.7634632609324242
conv_0979,4,0.7907804465679942,0.7726868449452949,0.7653870173762947,0.7762847696298613
conv_0980,3,0.8384153581817463,0.7153629289614186,0.8079616157490216,0.7872466342973955
conv_0981,5,0.7681115839263744,0.7247333999596128,0.9091803061469055,0.8006750966776309
conv_0984,4,0.7208815225603841,0.6633957862543896,0.7448364320426177,0.7097045802857972
conv_0985,2,0.8155691648646942,0.6502418522209101,0.6228306128829356,0.69621387665618
conv_0986,2,0.7327432467852003,0.7235644239203702,0.7478928933156648,0.7347335213404117
conv_0987,1,0.7971243567987446,0.8533998911509815,0.8841622209336555,0.8448954896277939
conv_0988,4,0.760684852343209,0.7633741950785095,0.7374721007710493,0.7538437160642558
conv_0989,5,0.881986967843351,0.8209496482425991,0.719179852828645,0.807372156304865
conv_0990,4,0.803895763471127,0.7747071948792981,0.6159974450105827,0.7315334677870027
conv_0991,3,0.7639368403161365,0.6847268804996901,0.8289222334497574,0.759195318088528
conv_0992,6,0.8037293060618701,0.715282014601339,0.8761883974515651,0.7983999060382581
conv_0993,4,0.8625833451653995,0.7368272967789851,0.6953609709062021,0.7649238709501955
conv_0994,4,0.8570721830062361,0.5816370114915304,0.6613409591628023,0.7000167178868564
conv_0995,2,0.7988443092982018,0.6884356369718023,0.8072465811810194,0.7648421758170079
conv_0996,5,0.7759732278126805,0.7808566980538186,0.7304470751225085,0.7624256669963358
conv_0997,2,0.9424494540060235,0.6686171885926842,0.8046094912088523,0.8052253779358534
conv_0998,9,0.7826144102493892,0.8185725787966258,0.7936095871190977,0.7982655253883709
conv_0999,3,0.7671378484105983,0.7378276735642668,0.8991218085402718,0.8013624435050456
